lat,lon,temperature,sio4,po4,no3,o2,DIC,TA,PAR,depth
-52,-14,2.4149561780633033,10.33284726420388,1.6136277664570882,20.802849963180382,331.8194931754317,2129.0839547851497,2284.723738860593,29.520031770070393,5
-52,-13,2.2715779283804487,11.016305384278818,1.60218581168761,21.012013655797205,332.2201646019274,2130.8614262735246,2284.702958880193,29.604880412419636,5
-52,-12,2.1133972415405746,12.01686254698001,1.593073431424589,21.35055223185095,333.12305398071896,2132.8940394752594,2284.724672725221,29.74309019247691,5
-52,-11,1.95286782909432,13.295644103423106,1.5877056600101322,21.807325024923514,334.49146983766013,2134.8992460407917,2284.7894188734813,30.098293979962666,5
-52,-10,1.8036192138122937,14.78369007893892,1.5868169396127554,22.334704063546482,336.2085699243328,2136.6789922059397,2284.8762518139956,31.058770497639973,5
-52,-9,1.677609309924699,16.380790670072937,1.5900924125124405,22.88164841805428,338.1451375868244,2138.1019666995385,2284.9678209392528,31.981688022613525,5
-52,-8,1.5852688908632555,18.007327363995618,1.5966985802168079,23.40249624508104,340.0951996314224,2139.0978799057752,2285.0398449061286,32.08415246009827,5
-52,-7,1.5270411383064915,19.545981488933645,1.604716864190127,23.837620107217347,341.6299384961651,2139.759346788745,2285.093747904176,32.03051884969076,5
-52,-6,1.5056118453180545,20.923616761554587,1.6141092952452345,24.152684041425246,342.49568562480346,2140.155588303607,2285.198189732692,32.25071005026499,5
-52,-5,1.5170298953223622,21.999617674747423,1.6243453067132296,24.3231747589523,342.56047447007796,2140.4291605767585,2285.371549373353,32.50431156158447,5
-52,-4,1.5477200163736897,22.741249408095104,1.634209806977184,24.338213843667035,341.88729778977245,2140.6702494595365,2285.6153696478077,32.24033431212107,5
-52,-3,1.588883581176896,23.317410782258307,1.6453027162594438,24.233022205470686,340.7848280968399,2140.9053799757758,2285.9386358649836,31.643500010172527,5
-52,-2,1.6297867776606607,23.798458157855432,1.6586919034409735,24.031416024603956,339.3956055265319,2141.3682135042786,2286.3375547558817,31.24064350128174,5
-52,-1,1.66580533082685,24.245861494478152,1.6732502893327952,23.75524467855278,337.8099030439572,2142.0375057022497,2286.8265669699413,31.04017249743144,5
-52,0,1.6922472885480004,24.6883097782413,1.6877287295170893,23.43332515678002,336.1539897908742,2142.7030894321356,2287.379215620516,30.78521982828776,5
-52,1,1.70521814753482,25.16590102357371,1.700331678274634,23.089913896257965,334.55913006558256,2143.4214234919364,2288.0024280951516,30.690120657285053,5
-52,2,1.709808400644359,25.715890027100105,1.7095323366437434,22.747661537956812,333.134246165663,2144.12728830659,2288.6855440436743,30.96787492434184,5
-52,3,1.7120186144565903,26.32204189338259,1.71432631067452,22.422610956491614,331.9392672759398,2144.735996769891,2289.3969274816864,30.958612322807312,5
-52,4,1.7176328155859248,26.958469823770645,1.7146389734732923,22.119954416994698,331.03087980443615,2145.2894078384174,2290.131164412613,31.04969600836436,5
-52,5,1.7239848651824714,27.62150581832469,1.7106538102403273,21.842120920644344,330.50508628121946,2145.8314606851795,2290.873865610984,31.11052890618642,5
-52,6,1.7237330379234137,28.33314654401788,1.703056531884984,21.58659419760761,330.4872870082443,2146.4877947532427,2291.6409103841784,30.579630374908447,5
-52,7,1.7133076921641741,29.077437058402456,1.693706491514985,21.356401601979567,330.9453160789518,2147.358134328693,2292.4387826938705,30.513256470362347,5
-52,8,1.6880504982782556,29.84459385982373,1.6843948971030474,21.14910619845797,331.6974635653777,2148.574807456915,2293.2839059972007,30.67351488272349,5
-52,9,1.641518049349763,30.636715703557233,1.6774517970854665,20.96678694944288,332.5747164111751,2150.1382923114284,2294.1773511953197,30.67638337612152,5
-52,10,1.5755691987119,31.412942899106056,1.6733649220222053,20.807689338260733,333.4177280343023,2151.9462262323655,2295.081458252463,30.956384142239887,5
-52,11,1.5030358706609668,32.211754865292875,1.6714115160301908,20.669635183321144,334.14092561250663,2153.8025869245703,2295.9636805006107,31.45019539197286,5
-52,12,1.4373241262654064,33.06588825418419,1.671225761639085,20.578227674440182,334.6805389788607,2155.504965106416,2296.7569236067234,31.751447161038715,5
-52,13,1.3860040122968895,33.97614237886921,1.6727507781901958,20.556907472981703,334.96579301535286,2156.960966011619,2297.4066819027407,31.61179029941559,5
-52,14,1.3525617375503645,34.85553283130205,1.6749569302913965,20.614353186444564,334.9636007591676,2158.1087870804677,2297.879635822328,31.506476163864136,5
-52,15,1.3391172005376,35.602431364994445,1.6773667296437804,20.748577089226377,334.6924628198342,2158.9738511668534,2298.196992993806,31.35724929968516,5
-52,16,1.3418601319198926,36.15960509876525,1.6802753077691432,20.93873278667645,334.2409428359161,2159.6118886012855,2298.4304764391313,31.2075613339742,5
-52,17,1.3439335287415284,36.46094687277768,1.682998086514986,21.156881855017197,333.74137302931496,2160.1814736381393,2298.6739283800634,31.10828423500061,5
-52,18,1.3393683325878223,36.49213414019814,1.6857154397663654,21.376043077373627,333.315940266243,2160.90667830183,2299.0515027900983,31.07781259218852,5
-52,19,1.3291817891509006,36.25247774790599,1.6885398564408354,21.58234600213544,333.0151299743531,2161.769818034037,2299.486817837925,31.15962556997935,5
-52,20,1.311237288310655,35.76441678158742,1.6912439158831039,21.76207501701084,332.8076592698018,2162.431948701082,2299.7161264126416,31.161383827527363,5
-52,21,1.2979270230236268,35.06370276373777,1.6935809752944053,21.88547222277929,332.60911900137717,2162.6044837309664,2299.562018105947,31.128226558367412,5
-52,22,1.3036523657039762,34.22115011403256,1.695432125438918,21.945994180036134,332.35242511854693,2162.3669020636503,2299.1528063101127,31.173332850138348,5
-52,23,1.339557823544026,33.22253534715399,1.6966660841673873,21.9719403461732,331.9847086347642,2161.7687878676775,2298.6089653815134,31.35686711470286,5
-52,24,1.410968257313926,32.037667184146756,1.6968708907457446,21.990060763722777,331.4800792544032,2160.6410679527185,2297.8239451422533,31.59030004342397,5
-52,25,1.5239773673668588,30.656481805434712,1.6963516883746639,22.0187537105033,330.845775523949,2158.8459970115096,2296.7234028353614,31.4809326728185,5
-52,26,1.6725594688123453,29.106951894108462,1.696560068609014,22.06539385505387,330.1158663840419,2156.490653918015,2295.3609104668462,31.294646859169006,5
-52,27,1.8420259950439692,27.541659675550832,1.6988630467208645,22.11246629000651,329.3721118016269,2153.754249455994,2293.8380529631836,31.10876488685608,5
-52,28,2.018184761078354,26.105362044348507,1.7044652660064379,22.139383099849155,328.7258675080288,2150.8641306976992,2292.2890677108726,30.91926916440328,5
-52,29,2.1813185326252675,24.89974578375838,1.7143251296016702,22.129291108326143,328.3202955149398,2148.1123848890165,2290.8350973605347,30.741305311520893,5
-52,30,2.3139369774940377,23.941144755248,1.728442444390546,22.063818592181402,328.2526695253297,2145.799950975434,2289.5922297852194,30.682820916175842,5
-52,31,2.4046510123853833,23.222368119679405,1.745279914391199,21.933881330569502,328.544805101599,2144.074001072717,2288.652194525242,30.900240977605183,5
-52,32,2.45379406238492,22.71214698030494,1.7622186550439558,21.736180961075352,329.14537766289135,2142.824658884794,2287.9650545940576,31.215535879135132,5
-52,33,2.4732292274748793,22.35108583350768,1.7768769902331891,21.4768943692239,329.9448717158696,2141.94108614711,2287.4810521163754,31.51780418554942,5
-52,34,2.474411366056663,22.084064343590466,1.787654888937017,21.17962126945583,330.7375819740286,2141.368072191717,2287.146552319851,31.815493543942768,5
-52,35,2.465776886312329,22.125324689056402,1.7929687537117884,20.8832736649569,331.3652855062611,2141.0499378920376,2286.922163625697,31.845250010490417,5
-52,36,2.4479105394015503,22.38556827091487,1.7918786358730578,20.63844427878062,331.7474783137814,2141.028057438554,2286.766606060943,31.958913167317707,5
-52,37,2.420528637366988,22.60364688386909,1.7853968206334316,20.488518349551146,331.9095860667707,2141.337389320339,2286.703290073041,32.06284523010254,5
-52,38,2.387170011806612,23.017518054165865,1.776431314324881,20.459360085998544,331.97289174266933,2141.908377494037,2286.7813240933956,32.24018669128418,5
-52,39,2.3461336889774427,23.73856591551554,1.769509975118021,20.555262397591605,331.9422300807419,2142.6532085052854,2286.9494330214307,32.58523344993591,5
-52,40,2.3014524577162514,24.614304415702588,1.767461282226915,20.76106533380457,331.81286983307933,2143.479433933756,2287.1632050237254,33.2421909570694,5
-52,41,2.264141238467107,25.450908706355136,1.7687861657706545,21.055194876583155,331.6171656333354,2144.2197384092647,2287.3584598088305,33.57352936267853,5
-52,42,2.2471769784785187,26.102248021053253,1.770721299459422,21.408413216632827,331.38122094471254,2144.651445694942,2287.472004939635,33.71471937497457,5
-52,43,2.2570184290111417,26.4685448218016,1.771410005118132,21.780917106377817,331.1105575361889,2144.654260617995,2287.464548535773,33.75653715928396,5
-52,44,2.295090359397331,26.478293405746673,1.769707893151603,22.132952166967275,330.7802795447547,2144.204700054795,2287.3430213006372,33.675422271092735,5
-52,45,2.3595861164563208,26.097425955228204,1.7651071793372957,22.424362220994194,330.3405742799682,2143.3774208793943,2287.1237513081733,33.58199946085612,5
-52,46,2.442843341599111,25.330985148305842,1.7573784162840214,22.62807966283887,329.74941084673287,2142.2827934196225,2286.8202432088633,33.41078587373098,5
-52,47,2.537619969503908,24.215672835130448,1.7465897198839204,22.73197736867068,329.0011827891861,2141.0599265633796,2286.475764352901,33.33622439702352,5
-52,48,2.6339012901741867,22.80918514123303,1.7340406565671824,22.753478159179085,328.11275168174444,2139.8638930201046,2286.117615074385,33.0057506163915,5
-52,49,2.72362047220143,21.22717447107257,1.7211490408589365,22.72055816448432,327.111020311997,2138.782587888242,2285.7637316399446,32.62832760810852,5
-52,50,2.8020686179646273,19.574035302088344,1.707763880601689,22.664011830031566,326.0383522720369,2137.881932247079,2285.452084091987,32.51807097593943,5
-52,51,2.86197325057227,17.9359322438849,1.6943311278794324,22.628270579662228,324.95928109094206,2137.2261578345,2285.18954536496,32.590012431144714,5
-52,52,2.90356250729779,16.394658243679917,1.6810137515198578,22.64674623440736,323.9809526873813,2136.7739074620017,2284.990973455442,32.85371323426565,5
-52,53,2.93235474689785,15.074377281656682,1.6685075725963776,22.740558080425085,323.19086664736653,2136.4466469824742,2284.907935969481,33.091495394706726,5
-52,54,2.9491688562043574,14.124153463061196,1.6564257819014288,22.919514903437953,322.68179455077507,2136.1944548569622,2284.9617045779023,33.27285154660543,5
-52,55,2.9612367092221477,13.571026839163167,1.644192371087018,23.165995350244625,322.54053315316264,2135.9509570787245,2285.131333834292,33.504285176595054,5
-52,56,2.974187161872321,13.37395821206293,1.6317970803183375,23.44325558369683,322.65576099449214,2135.684376213499,2285.3612902718733,33.67601605256399,5
-52,57,2.9847866484497767,13.315297694041943,1.615808755412697,23.712273052582617,322.85743175699923,2135.4383027948734,2285.6301188397197,33.78108783562978,5
-52,58,2.9919220114075493,13.236874092543374,1.597907207472872,23.932716798976514,323.0313338365607,2135.244984958446,2285.89774692083,33.739927093187966,5
-52,59,2.986999735843082,13.146968937832364,1.5829836079460076,24.089655221199568,323.09992399253855,2135.1641903212612,2286.1029144734584,33.57569110393524,5
-52,60,2.9754763276446963,13.04312401363846,1.5728446888818268,24.18643509775688,323.1215164735563,2135.1998422786187,2286.225355436333,33.55038674672445,5
-52,61,2.9664410999939403,12.9582150223942,1.5699755574864358,24.226762895603887,323.149337919573,2135.309891835061,2286.295469003414,33.75829497973124,5
-52,62,2.948507052619648,12.959929295632419,1.5752269898945113,24.230083846568878,323.21009172560747,2135.42154566771,2286.342601582511,34.03695754210154,5
-52,63,2.932483217724446,13.122297204876341,1.5871119762831827,24.219329234480856,323.38238515076677,2135.461170238706,2286.3882462096185,34.19783465067545,5
-52,64,2.9276665919534572,13.471239720430395,1.6050557100016076,24.222467009081214,323.728520182395,2135.4517946601604,2286.462183243814,34.1754287481308,5
-52,65,2.9225485900821497,14.010364515810556,1.6284271034741098,24.272906771286525,324.2898226072936,2135.4721368908363,2286.6092369302987,34.1427831252416,5
-52,66,2.9103544176927354,14.726683656283967,1.6541659815808447,24.401513772973903,325.0854839469677,2135.6220164831716,2286.8994640385513,34.23135129610697,5
-52,67,2.886369497413924,15.533336300125887,1.6790404944685111,24.629957967433672,326.0698212680233,2136.030783966679,2287.3952239627733,34.258833527565,5
-52,68,2.854107354844365,16.27031265818643,1.6996124038260498,24.93297111214319,327.1035517549149,2136.7982519832553,2288.176780215608,34.22409546375275,5
-52,69,2.834251732185042,16.813906771057248,1.709430242531724,25.217717953657402,327.94717616225165,2137.79001468135,2289.293583323494,34.02307140827179,5
-52,70,2.7842148893023357,17.248500907342518,1.7118969828206596,25.375637444679853,328.87715257911833,2138.8452603374208,2290.245313562788,33.5812296072642,5
-52,71,2.6578700033151192,17.68653987786265,1.7153572985639096,25.320757645099224,330.2442128110961,2139.843588397867,2290.4315440683545,32.96016267935435,5
-52,72,2.5392813529755918,17.99508917283411,1.7128571484356536,24.99116639255671,331.433421167129,2140.494315039123,2290.1880997049007,31.815820058186848,5
-52,73,2.46482420251188,18.13678139556847,1.7013176966955426,24.474894562664442,332.0866888318115,2140.8883144822557,2289.931378152037,31.450446407000225,5
-52,74,2.3886125848733015,18.267073977495734,1.6880777321824476,23.93371234001593,332.41577933682794,2141.399172629987,2289.643607280284,31.601420243581135,5
-52,75,2.29863373837497,18.523196819872553,1.67584552142534,23.442306640047804,332.4373140658034,2142.109504311589,2289.235685385626,32.315025409062706,5
-52,76,2.2061528954804426,18.921734992845334,1.6644436596736047,23.025679547030347,332.15565674479234,2142.8791351425657,2288.6868117979925,33.533262491226196,5
-52,77,2.1385601008559707,19.392553957505715,1.6536228412485687,22.67619801106315,331.5898753789965,2143.4672921251567,2288.05645296626,34.631072084108986,5
-52,78,2.1178296941422876,19.905215482129687,1.642976023744126,22.38371377264634,330.7570102470167,2143.6664824781474,2287.407062992753,35.11207763353983,5
-52,79,2.164938979154108,20.299493828319473,1.6315600989425156,22.14742219850123,329.64222817030424,2143.2616028454845,2286.8125839950603,34.755879521369934,5
-52,80,2.289744841332378,20.516072926316355,1.618953407957206,21.979272877778623,328.2440604933929,2142.1575841578974,2286.295266359455,34.097731630007424,5
-52,81,2.4804814298843847,20.583398794785374,1.6038108551620098,21.873222719246524,326.52058210758065,2140.450209376459,2285.8368017604407,33.78937669595083,5
-52,82,2.7271057690152603,20.316840722645875,1.5836661036139772,21.810492066155874,324.50087505995293,2138.2626596405266,2285.3626978508114,33.484238505363464,5
-52,83,3.0065539397113903,19.57692766571277,1.5605120087081488,21.763298176601314,322.4012668858334,2135.793028717626,2284.8238475729754,32.51251836617788,5
-52,84,3.2944815641398115,18.48297444153673,1.5355270884820273,21.69547884205477,320.3828503569605,2133.296758081442,2284.2482577503406,31.573437531789143,5
-52,85,3.5701758689192222,17.188137247285564,1.5104184350928016,21.59839937360856,318.5618370534374,2130.9890299451454,2283.6655988046327,31.17259156703949,5
-52,86,3.812759772561225,15.879108520859303,1.4873861671788842,21.46644932090214,317.0819719944121,2129.0020024377354,2283.1057238453827,31.175244728724163,5
-52,87,4.006182936916738,14.707721792485321,1.4663293315614963,21.3038103644834,316.00556979642124,2127.4426935203924,2282.6229900227213,31.367008010546368,5
-52,88,4.1422791576431255,13.691184529262058,1.4488815621916948,21.12203729517093,315.3881639290686,2126.3557416164062,2282.2481296732703,31.619124213854473,5
-52,89,4.2244911734885155,12.869358991342374,1.4362115242760944,20.93490731558176,315.2957668124372,2125.637376531445,2282.0142084555036,31.88251268863678,5
-52,90,4.259811120722268,12.259932257233741,1.4292487737405126,20.755277892274613,315.72152599700354,2125.1599794900344,2281.921786038359,32.20940991242727,5
-52,91,4.2488447192862635,11.84326864355598,1.4277722383558016,20.597801450662082,316.60476652092393,2124.9153241238287,2281.9430392398694,32.51735750834147,5
-52,92,4.196336853183069,11.58102782481725,1.4313932907793558,20.471456457582267,317.8517564841688,2124.875614131139,2282.0312116413065,32.83028117815653,5
-52,93,4.115779082304989,11.412772478768893,1.4391096753079298,20.381428261371333,319.31412361528766,2124.9984889084512,2282.1766688726984,33.20832566420237,5
-52,94,4.013795606214572,11.286181458486965,1.4493933812128421,20.332774109684557,320.76545754545504,2125.343456400453,2282.3220715272237,33.58634881178538,5
-52,95,3.901342819787938,11.189327442782309,1.460982944474326,20.33228237610601,321.93957741919303,2125.892200137278,2282.341820260307,34.0013100306193,5
-52,96,3.795047228632143,11.06189717108328,1.4728706364668718,20.379356386016973,322.62276379410054,2126.5302571040124,2282.1558654757428,34.320300817489624,5
-52,97,3.7006621455300555,10.85963616845847,1.4844999349370331,20.463778667585604,322.6915056868274,2127.2103056479154,2281.7767098742834,34.577062924702965,5
-52,98,3.615190840276561,10.588510763798716,1.4944245267275253,20.569153163668165,322.2203516689795,2127.886753625949,2281.324584759874,34.728589018185936,5
-52,99,3.543779585788711,10.305100395592556,1.5012400290242673,20.681303924595706,321.3708454420353,2128.456798633177,2280.9120636722846,34.85012447834015,5
-52,100,3.487912260972282,10.06687891066816,1.5035294046548566,20.792628185603135,320.4510628858637,2128.851890632044,2280.6095024757383,34.96502455075582,5
-52,101,3.4456049813335383,9.89774318873447,1.5002726963766895,20.90147727872182,319.6344792106228,2129.0589957925317,2280.454582573665,35.08319973945618,5
-52,102,3.4156410337099534,9.823332682482139,1.4928479417546001,21.0156485980273,319.06427459792786,2129.064850912326,2280.4368162861538,35.25480031967163,5
-52,103,3.3944415570442623,9.862996187531111,1.4838379542869082,21.116646738432497,318.8874273225328,2128.875248376893,2280.5281056632507,35.39494375387827,5
-52,104,3.3771788216818694,10.02343143899555,1.474821895712122,21.19767714181839,318.9832875559502,2128.6096629314166,2280.7093408800297,35.530413349469505,5
-52,105,3.36313646032646,10.289454455676614,1.4664155120799898,21.261896644063544,319.30467993218855,2128.3631832476117,2280.9334920615674,35.58251885573069,5
-52,106,3.349474014642294,10.586147921779272,1.4595983401057928,21.318440967911055,319.75199324675845,2128.1791131926598,2281.151485668855,35.76740634441376,5
-52,107,3.3374690110836522,10.854805763398682,1.454401892983747,21.386484270338325,320.22696222517976,2128.0946908469646,2281.3274933001658,35.934462110201515,5
-52,108,3.3293283660525588,11.067053782118215,1.450718255773795,21.47057502072097,320.6682034032211,2128.0936713757346,2281.4200544922787,35.97886327902476,5
-52,109,3.329352793678058,11.206761297381076,1.4481989410751943,21.56570810384157,321.0037623070193,2128.1033049735734,2281.404642391923,35.99692698319753,5
-52,110,3.345700682829938,11.262463560803726,1.4453515375598538,21.64766451839502,321.0852197521196,2128.0195165067603,2281.2859796723205,36.0225285689036,5
-52,111,3.382065002421925,11.191882112156398,1.4411734558914402,21.694211727510517,320.80540453997804,2127.7675306719975,2281.065812394825,36.125728726387024,5
-52,112,3.446958446439431,11.020039867179614,1.4352925390157745,21.69976709553273,320.20226483334,2127.2618485470744,2280.8106164473916,36.38628268241882,5
-52,113,3.548549587921295,10.763115121306688,1.4270620042811177,21.66321797841019,319.26007301018257,2126.455546386262,2280.5675317443215,36.707491318384804,5
-52,114,3.6861809657439792,10.42508626779306,1.4170412326697932,21.57996063168733,318.0576669810597,2125.4162472411012,2280.2524311012435,36.88622029622396,5
-52,115,3.850199859545444,10.038150534491288,1.4064844843843431,21.43965145623129,316.711546853528,2124.190509265408,2279.875956325899,36.83018330732981,5
-52,116,4.03341301742585,9.639397003908176,1.3976026939616133,21.236585403076287,315.2844033086934,2122.7333381286358,2279.5305707722086,36.63481684525808,5
-52,117,4.227204100052969,9.289372999855798,1.3929810407277505,20.97666286051254,313.95346007585994,2121.105126250912,2279.234604103953,36.370631178220115,5
-52,118,4.4229913514985855,9.01649719241358,1.393747491565344,20.674854933687175,312.8133652097836,2119.4133515314434,2279.0067079035202,36.13491344451904,5
-52,119,4.620026652005191,8.793788720057647,1.3986600280051078,20.351960932409575,311.8452529102985,2117.692681787415,2278.851398025075,35.983172257741295,5
-52,120,4.81430556821762,8.575921243686787,1.4056295040003235,20.03022728685034,311.0157235263813,2116.0592300353624,2278.7157334693516,35.88819670677185,5
-52,121,5.005428205258636,8.324332602544942,1.4134806550416779,19.73412657509523,310.2186491871159,2114.5115106703324,2278.596963060262,35.950048526128136,5
-52,122,5.196796314068229,8.041489386907733,1.4215719417470218,19.480988518919006,309.39942241611976,2112.9889511177494,2278.588238648704,36.01680509249369,5
-52,123,5.3811531689856205,7.715620364220847,1.4272869585685306,19.28838372335663,308.43344687834536,2111.620979110874,2278.6221641037137,35.91250538825989,5
-52,124,5.553418935241873,7.319105405114353,1.4268265519653465,19.16501598166429,307.2270130147925,2110.538965869977,2278.6425327884704,35.783133029937744,5
-52,125,5.7126122829648445,6.861388167064795,1.4184205886198098,19.11205349759869,305.8143127770646,2109.6487615639417,2278.669967785304,35.81130162874857,5
-52,126,5.849695553557161,6.354271862646439,1.4032084901241637,19.136850397681208,304.27126858936373,2108.9499979359066,2278.667776135199,36.00460386276245,5
-52,127,5.9617222482813546,5.835045606944359,1.385457437232846,19.234672977450302,302.7639903541571,2108.505964266716,2278.6565109589833,36.386838952700295,5
-52,128,6.047234846963879,5.3607499958944915,1.3712028351239829,19.37973484236421,301.5145489586708,2108.1882506771167,2278.62674140833,36.632495045661926,5
-52,129,6.104840153412503,4.985903990791496,1.3632976244680217,19.544382891729526,300.65992541263444,2107.964525278377,2278.553150826084,36.768105586369835,5
-52,130,6.142072009537956,4.748995907795946,1.3622285602203785,19.70442007312344,300.24772834323517,2107.7903996303535,2278.445416779375,36.846296310424805,5
-52,131,6.1634499506808815,4.670636260602152,1.3686878373043818,19.83759146434537,300.33124720611164,2107.5877215801233,2278.3340151082557,36.91195170084635,5
-52,132,6.170534587361089,4.749332248101586,1.3803978605859968,19.935055333965057,300.83083490347565,2107.3439084544575,2278.19697190151,36.96928902467092,5
-52,133,6.165058471927311,4.937849296114027,1.3954214388006259,20.010982120704668,301.5801156649332,2107.125970109987,2278.0284792560637,36.97024190425873,5
-52,134,6.143380166922623,5.189669573197048,1.4138999119218463,20.118204068008705,302.4617674399423,2107.0728003054,2277.8653205140454,36.89073963960012,5
-52,135,6.106278169268464,5.461644830331669,1.4328609931028236,20.260496670169097,303.2325853634676,2107.138405337251,2277.6740946299965,36.93704871336619,5
-52,136,6.053593466615322,5.6962105166995824,1.4481096258497663,20.404258607852164,303.6196431508689,2107.2935613983223,2277.4217570351966,37.10476736227671,5
-52,137,5.990052272798319,5.850117817285085,1.4570546185000504,20.529658839704044,303.5506597387434,2107.633210465276,2277.1419501449964,37.277542074521385,5
-52,138,5.930940826100667,5.900386855903008,1.4585824844398008,20.618973383503594,303.13100597267163,2108.0886117565137,2276.865467989082,37.58574159940084,5
-52,139,5.882799222691667,5.865562473918863,1.4551284738257841,20.699827497684385,302.6039283649696,2108.5346564699507,2276.68519070934,37.842068235079445,5
-52,140,5.848948273793877,5.774422155669387,1.4491508491382306,20.769250330966347,302.1851355277207,2108.875795858987,2276.631766314083,38.011357029279075,5
-52,141,5.836652751780668,5.646574146430439,1.4413021300037903,20.782787765316403,301.76085787235724,2109.0425948307197,2276.6756344902074,38.204344630241394,5
-52,142,5.853030987951989,5.530279336977013,1.4332418243165497,20.722624794410184,301.2513337200722,2108.9636132466135,2276.8247254387175,38.005245407422386,5
-52,143,5.915587962279628,5.46753770731361,1.4261642638896121,20.590473749690187,300.66745727950706,2108.580613646364,2277.0742332448676,37.45578451951345,5
-52,144,6.029427698937353,5.45427931432683,1.4187590966035444,20.374139149057612,299.97591980069103,2107.9047332062423,2277.3950152865295,37.238447626431785,5
-52,145,6.186336922620625,5.484799699096897,1.4094204224045372,20.06869279377203,299.2752737604732,2106.892140931916,2277.7438027692715,37.56066528956095,5
-52,146,6.3811004735835795,5.55951904115557,1.396702537993791,19.685033418934,298.61635869839296,2105.542503235959,2278.0846609192286,37.66697645187378,5
-52,147,6.5919288548168,5.669329728830775,1.3798865326927323,19.231625524158524,298.1181363772162,2104.006953366023,2278.3693323637694,36.82764446735382,5
-52,148,6.795354777631722,5.785273683651855,1.3600093525570571,18.720924584420043,297.80381411010666,2102.463302969634,2278.594236459516,35.946067134539284,5
-52,149,6.971255548543223,5.888675920082481,1.3405587411191648,18.17044796722994,297.5793414311575,2101.0591926282764,2278.7720259796365,35.92899032433828,5
-52,150,7.118929319089227,5.970884961021486,1.3244250355106233,17.61173653031335,297.3020049010682,2099.9178377348644,2278.8915768745806,36.45326324303945,5
-52,151,7.240845912715027,6.011402721534818,1.3124913559440423,17.080932664443548,296.85327761525565,2099.0636003833274,2278.972817040278,36.95497723420461,5
-52,152,7.340955683038204,6.012361463315325,1.304511435976636,16.607513752772743,296.16742834558084,2098.3945736229543,2279.0544748117723,37.02426286538442,5
-52,153,7.433910230854226,5.9590801845964725,1.2981605964778362,16.20514139735786,295.18808068065493,2097.7805132714993,2279.162864913097,36.55586703618368,5
-52,154,7.524493589761928,5.834095141946293,1.2904541899665432,15.908070317920412,293.98169887220405,2097.164682260465,2279.302858576561,36.04984895388285,5
-52,155,7.6097247437684645,5.636941801392869,1.2771981149227307,15.665628852491023,292.65424513173866,2096.6335813955234,2279.466794425059,36.096195022265114,5
-52,156,7.683027825867808,5.370452227651694,1.255254893311484,15.432564408440248,291.2795853858311,2096.2160637322168,2279.668367857728,36.3995170990626,5
-52,157,7.748046497131188,5.035819629183554,1.2241101270585169,15.181740657243182,289.91058792049125,2095.8795409415648,2279.9103992190503,36.64040939013163,5
-52,158,7.814126126397898,4.656444885463235,1.1843285770734944,14.868353307740447,288.5872319765303,2095.6041039012357,2280.2132806911955,36.526559472084045,5
-52,159,7.895149657140876,4.282617298337946,1.1371530022306504,14.514671989645743,287.42920553036396,2095.262964511339,2280.6289556128136,36.419566671053566,5
-52,160,8.00146287209162,3.931770625629108,1.0860411427290653,14.11290366749781,286.47510893043665,2094.771244018194,2281.194090508191,36.453202525774635,5
-52,161,8.135555547010513,3.619579800526162,1.0371897809326787,13.668599715397463,285.66589867824615,2094.0639905374906,2281.8892155647195,36.596539537111916,5
-52,162,8.294857320182052,3.391718981561514,0.9942288835189094,13.188268684422527,284.9901987397625,2093.1520793679197,2282.6939153225926,36.57444302241007,5
-52,163,8.46280699763492,3.227609996810368,0.9580709613870875,12.69561436815175,284.3796675036846,2092.1670023563815,2283.570150088652,36.169494231541954,5
-52,164,8.61824763960803,3.101387171751424,0.9267775431064144,12.226269907296233,283.93335073556005,2091.239604447492,2284.434315691006,35.631099025408425,5
-52,165,8.736432562545502,3.0334285520080555,0.8986728248503639,11.837982949308794,283.80064341011797,2090.558409991814,2285.1800063413684,35.39477403958639,5
-52,166,8.793557663424474,3.0331690587756834,0.8731385737440694,11.607596543406508,283.9398694898946,2089.995892998472,2285.60594115063,35.348118344942726,5
-52,167,8.830252690113896,3.0853233498616586,0.8514187920926014,11.562838287770235,284.2618069863898,2088.3844009667046,2285.5539787057664,35.884807070096336,5
-52,168,8.764837456625878,3.131835777144081,0.8360135754237076,11.705414605944922,284.6941809433997,2088.8493010532707,2285.369514749527,36.49705914656321,5
-52,169,8.603695854349665,3.1538302309709683,0.8269878821138886,12.007772878621202,285.1881634781333,2091.2826833603926,2285.296679461357,35.982492645581566,5
-52,170,8.470573252965657,3.1612678309030753,0.8252173222235496,12.418095403708113,285.6752204614207,2092.0537303001815,2284.801764352565,35.91783467928568,5
-52,171,8.350425658200688,3.183060752188334,0.8316850353970305,12.870968313625937,286.1192693767357,2092.6459820001496,2284.0032946108454,36.76302341620127,5
-52,172,8.173427013742392,3.240549888299537,0.845389493266609,13.296565948810409,286.5105181186004,2093.97806029718,2283.3392575386647,37.08018445968628,5
-52,173,7.979409659078848,3.339501872045941,0.8642770059131633,13.63914408954733,286.85186535234004,2095.2087914135536,2282.642530128521,37.1957737604777,5
-52,174,7.8428802948963865,3.4791052694298865,0.8868095479907435,13.852821699495102,287.15636000950053,2095.8368962583904,2281.8840037203995,37.211106379826866,5
-52,175,7.741348011407973,3.6358786344978546,0.9109574045710405,13.913227522167672,287.4200886068619,2096.162461417598,2281.1794448301457,37.367544293403625,5
