lat	lon	Emiliania huxleyi	Coccolithus pelagicus	Florisphaera profunda	temperature	si	phosphate	din	irradiance	FID
-39	-75	52827		523	11.5903906018	3.4794341751	0.7242641446	3.3544697254	20.9465255737	CHIL
-39	-75	40639			15.2572823599	3.1947227531	1.0403847136	5.4957749745	10.5989351364	CHIL
-39	-75	14923			13.8591022867	1.8587332402	0.7396557848	4.8571870969	7.2034367125	CHIL
-39	-75	37966			15.1435055434	2.7051858074	0.945065858	5.6583296667	4.3070887429	CHIL
-39	-75	10963			13.8183391134	1.9442535791	0.7925924946	6.281176389	3.1394873525	CHIL
-39	-75	7105			13.7537438008	1.983228494	0.8366406563	7.1339523083	2.0726130784	CHIL
-39	-75	33632			14.1365802819	3.9756538342	1.291266207	9.0100570428	0.7112577168	CHIL
-39	-75	7773			13.4258202696	2.4240623381	1.2161904016	11.7806060645	0.5963438209	CHIL
-39	-75	6970			13.1504192705	2.8815411921	1.3126488442	12.9042987224	0.3936916648	CHIL
-39	-75	35461		149	12.1340380478	6.390534409	1.5020552769	10.6668248646	0.1174546358	CHIL
-39	-75	1706			12.1175667428	4.6196500148	1.5814185683	14.5399001993	0.1132751666	CHIL
-39	-75	11510		99	11.6402227675	4.2736113182	1.6532614439	13.9491314761	0.0747815058	CHIL
-39	-75	4890			10.5942935583	16.3120667257	2.3750807025	10.3448747499	0.0032029968	CHIL
-39	-75	4129			10.3847628477	8.7532437579	1.9211593471	12.9774709155	0.0040870569	CHIL
-39	-75	4564			10.3273221894	9.3789660899	1.8907031564	13.1835675834	0.0026981754	CHIL
-39	-75	1586			10.0272149209	14.279858946	1.8240124497	14.0821428955	0.0001474642	CHIL
-39	-75	1773			9.8948580434	21.3070755172	1.9787278497	18.1185496934	1.44240101485908e-05	CHIL
-39	-52	378.25			14.0012860409	2.3810344754	0.4395606593	3.226674319	41.3645515442	SATL
-39	-52	304.113			13.6301576617	1.8359799646	0.6310573082	4.6679283563	5.2654566626	SATL
-39	-22	7757			17.5001248405	1.199667061	0.2814802237	0.7013789716	33.4494704062	SSTC
-39	-22	7622			17.2735825636	1.0562416916	0.2277959639	0.7457835411	16.6146825184	SSTC
-39	-22	13139		411	15.5185922308	1.2607035026	0.302452191	2.2271266734	4.0991862253	SSTC
-39	-22	1583			13.3896220566	2.7787562338	0.6511457984	7.3951000288	0.3978386613	SSTC
-39	-22	359			12.8641256859	3.4604616816	0.7343570806	9.4792115855	0.0386114687	SSTC
-39	131				16.7316035631	2.798460599	0.2670402764	0.0564009058	33.6194801331	SSTC
-39	131				16.4697000501	2.4739174721	0.2354947808	0.0921628233	5.5240896011	SSTC
-39	131				14.2959005484	2.7145081539	0.2377170704	1.2509586989	1.4256502835	SSTC
-39	150				20.0298209947	1.4364794242	0.1821186175	0.4396124253	37.9465408325	AUSE
-39	150				19.5586677455	1.9043453325	0.1827246773	0.328223618	9.0040185733	AUSE
-39	150				18.1397676746	2.3995371175	0.2769750993	2.2420613366	2.1364885623	AUSE
-38	-75	8747			16.4433228333	2.8748192319	0.4024735268	3.1742449141	17.3838765695	CHIL
-38	-75	11101			16.1850342758	7.3205382832	0.4069433069	5.5463219501	7.5047840861	CHIL
-38	-75	2627			14.8835757262	10.2220665754	0.837517582	13.1011225605	1.3986896032	CHIL
-38	-75	611			11.1641549386	21.6403810822	1.4858080313	15.7078996704	0.0485833699	CHIL
-38	-75	1683			10.2908870768	29.5646213098	1.4162418779	18.3066240986	0.0016875394	CHIL
-38	-75	2579			9.8665695662	27.7909930206	1.7285856601	23.358893013	5.86165447385357e-05	CHIL
-38	-53	21.182			13.7702736369	2.8345877579	0.5855437085	3.2290560374	24.0863994627	SATL
-38	-53	21.182			12.9192050038	2.6697994959	0.7830213096	6.8711709311	0.520686679	SATL
-38	-53	63.546			12.4428612567	2.6596042811	0.8731097767	6.2609090326	0.0582151778	SATL
-38	39	17150			20.1488947028	4.7206300417	0.2053756793	0.0540237636	27.5444772884	SSTC
-38	124				17.2847267601	1.5559631289	0.3287713959	0.2143572936	35.8490219116	SSTC
-38	124				17.1624041196	2.5797612828	0.29333355	0.0849091967	8.3296543241	SSTC
-38	124				14.7667575566	2.7747258877	0.2828280718	0.4573543773	1.5711823764	SSTC
-38	127				17.3501144853	1.4105158191	0.2826317526	0.05	34.8270797729	SSTC
-38	127				17.2042193223	1.8963455925	0.2414381462	0.0519618244	8.0076479902	SSTC
-38	127				15.7716828142	2.1280933473	0.2054864146	0.6487390908	2.2714051877	SSTC
-37	-75	5649			16.4204316905	3.1764669766	0.3091884656	0.2798869642	60.5505523682	CHIL
-37	-75	55660			16.1956806009	0.9960348851	0.2987044538	0.2732037934	26.7751286754	CHIL
-37	-75	38207			15.5790624763	2.3008137221	0.2658877512	0.462961708	7.8732084987	CHIL
-37	-75	17165			14.4266863424	4.3674248568	0.714117836	10.183203065	2.3151116402	CHIL
-37	-75	5912			13.3783437605	5.880045246	0.9297697075	14.0727577253	1.0237299189	CHIL
-37	-75	6722		49	11.5953812166	13.5048472057	1.2024340869	18.3245316817	0.0885168128	CHIL
-37	-75	4551			10.7830857059	19.7240580281	1.8719209618	20.9730291624	0.0033843837	CHIL
-37	-50	22.68			20.0703155788	1.3611113245	0.0247782638	0.6812810325	22.224869329	SATL
-37	-50	39.34			18.683197902	1.5656382279	0.2754300492	1.8904046176	0.8044980622	SATL
-37	-15	68615			19.1077249204	0.906363363	0.1934809108	0.5459668521	22.2998699963	SATL
-37	-15	128185			17.7092100851	1.1965625925	0.2427155847	1.6521352492	10.9089339494	SATL
-37	-15	106475			15.9827486001	1.5323632092	0.3188492645	3.3910548349	5.3365710173	SATL
-37	-15	74575		4190	14.9094952447	1.6719165267	0.4036496487	4.4114475296	2.6106116652	SATL
-37	-15	66485			14.1743815228	1.9716796421	0.4677985368	5.3277895772	1.2770922085	SATL
-37	120				18.2814458467	1.8528827895	0.2215309871	0.6969666999	36.3850402832	AUSW
-37	120				14.3459928689	1.6574321362	0.2486320715	3.6827438394	0.8984479606	AUSW
-36	-50	49.929			20.806643625	2.1658907244	0.0582848134	0.5918900961	23.1642227241	SATL
-36	-50	178.534			17.4266270736	2.5451677742	0.2953455259	0.6782967229	30.6886750769	SATL
-36	-50	63.546			20.7009515501	2.2852978827	0.0988825414	0.4031553492	12.6842535034	SATL
-36	-50	211.82			17.2702150415	2.0621321529	0.3321797055	1.4532531834	5.6981992975	SATL
-36	-50	51.442			17.0510161797	1.7059230879	0.3937106725	2.0699223368	1.4816486563	SATL
-36	-49	63.546			17.4988333418	2.2435697532	0.2507645842	1.2275741458	43.523979187	SATL
-36	-49	60.52			17.296749359	1.5168149988	0.2401449467	1.1058171131	4.3965328963	SATL
-36	-23	3074			19.9129021759	2.2994365363	0.1744107677	0.1487657187	32.3400440151	SATL
-36	-23	6239			19.7576695995	2.7532445731	0.1749642701	0.1466119986	28.1010354914	SATL
-36	-23	4269			19.6433405418	2.7472593361	0.1554512503	0.1108041536	21.2170869946	SATL
-36	-23	27626			17.8208981877	2.5855309509	0.2120556154	0.1399741421	9.1322135368	SATL
-36	-23	11460		2149	14.8377274363	2.0909287046	0.4648845678	3.5160049148	2.2407490764	SATL
-36	-23	655		328	14.2364074771	2.9822255869	0.7302663318	6.757686274	0.5498071637	SATL
-36	-21	72820			15.1653463543	1.1303440002	0.2549351554	0.4460524458	17.0554158042	SATL
-36	-21	7197		3	15.0790707672	0.8931317498	0.5370972476	0.460677654	8.1353420134	SATL
-36	-21	39163		3	14.9988965944	1.0343627738	0.4918738983	1.0785556935	1.8509846754	SATL
-36	-21	12473			14.9318336589	1.5097820083	0.5049772789	3.5311898576	0.1569571734	SATL
-36	8	27510			19.1424345703	2.7674663439	0.299275798	0.05	25.107252793	SATL
-36	8	39920			18.5652155801	3.1034919333	0.2898181789	0.0882602998	12.5554962126	SATL
-36	8	122510			16.6616871757	2.977819653	0.3978798318	0.404436287	6.2786831536	SATL
-36	8	44280		5905	15.4378756514	2.5428820238	0.3330857962	2.0300770514	3.1398091701	SATL
-36	8	83105		2095	14.8492337319	3.3845765623	0.4166565003	5.0416394889	1.5701384165	SATL
-36	25				22.3341178313	3.0355658092	0.1665547362	0.2619125942	50.8189849854	EAFR
-36	25				20.0117807975	4.3706688479	0.362715355	0.1983146733	13.6299324767	EAFR
-36	25				18.5256858837	7.0769577969	0.551764486	0.5400295411	7.0587461391	EAFR
-36	117				19.6910074345	2.1894934652	0.1431442042	0.4076041034	39.2875061035	AUSW
-36	117				19.4452615892	2.071209729	0.100829289	0.3084358844	13.9979091956	AUSW
-36	117				17.320636388	2.2669728991	0.1411527233	0.1417898668	2.5065576015	AUSW
-35	27				23.6163781192	2.8784559263	0.1608490347	0.6544548432	49.5985221863	EAFR
-35	27				22.6162160204	3.1499916074	0.2223177448	0.7983934037	18.7362782644	EAFR
-35	27				18.2819936155	4.425119469	0.5309001966	3.589455887	2.273255629	EAFR
-35	31				23.4906134677	1.7257403357	0.0680185021	0.1541264865	49.5910377502	EAFR
-35	31				23.1931486956	1.8601212901	0.0720059222	0.1053753252	23.1052381624	EAFR
-35	31				19.9429392458	2.5464554183	0.180806099	1.713880878	4.3051313462	EAFR
-35	33				23.1211857036	2.1021274784	0.0834270107	0.1143623485	48.284526825	ISSG
-35	33				22.6417669152	1.6437986549	0.0626678313	0.0508630811	20.0777407943	ISSG
-35	33				19.9507721468	2.1127304975	0.1329071317	2.2001586311	5.3836291772	ISSG
-34	-47	21.18			22.0955561026	2.8362373399	0.051962227	0.1018902151	25.2794383008	SATL
-34	-47				18.3490185428	1.97501179	0.1409543718	0.4066296126	33.5697173849	SATL
-34	-47				18.0555120941	1.4176860176	0.1231294653	0.4503285053	5.8848441117	SATL
-34	-47	9.08			20.9245469213	3.8164870244	0.09279026	0.4305694262	2.6155901616	SATL
-34	-32	2025			19.3838503712	0.9296279312	0.0411152769	0.05	12.9585294162	SATL
-34	-32	1713			19.3622233231	2.277556637	0.0455413725	0.05	9.5903171681	SATL
-34	-32	682			19.3220745884	1.0968989112	0.0755263502	0.05	5.2527589687	SATL
-34	-32	140		279	16.6322004632	1.1224114405	0.1908709615	0.8121056815	1.0032573621	SATL
-34	-32	199		4504	15.3353584027	1.3074769291	0.3651499533	3.7769266173	0.2227402035	SATL
-34	-24	439			21.8999795464	2.2642312788	0.1134727675	0.05	33.6055520489	SATL
-34	-24				21.5962365489	2.8779666481	0.1079422541	0.05	23.1835181635	SATL
-34	-24	1467			19.3566886262	2.8019443264	0.1459010927	0.05	11.0335675426	SATL
-34	-24	3167			15.8822355558	1.9734491645	0.3304992508	1.6949186965	3.2009359521	SATL
-34	-3	10370			20.5883742114	1.579423394	0.1458604364	0.081206032	32.2380489038	SATL
-34	-3	24840			18.9899854342	1.6014945264	0.141883883	0.0843745121	20.0083125974	SATL
-34	-3	17750			16.6275308255	1.6436469614	0.1648363143	0.1333689463	12.4180149422	SATL
-34	-3	44820		2030	15.4977350306	1.6617987798	0.214324951	0.6918582983	7.7071514329	SATL
-34	-3	68430		2030	15.044308204	2.1090526338	0.2279068613	1.6112031231	4.7833879639	SATL
-34	3	21200			20.4216684485	2.4290292371	0.2190728771	0.2196540939	31.773193125	SATL
-34	3	58000			19.2700485703	2.6958665931	0.2216962744	0.5398097557	19.3486613183	SATL
-34	3	100920			16.9253101485	2.5668026113	0.2465343118	1.1401549772	11.7825958926	SATL
-34	3	129895		2095	15.6337613968	1.8317700852	0.2724414496	1.8124226377	7.175150967	SATL
-34	3	81990			15.2067733464	2.5274803116	0.2382331616	3.5090875077	4.3693929477	SATL
-34	8	131610			17.033216601	0.2990744112	0.3182378659	0.7718236663	43.730023903	SATL
-34	10	265780			17.2781302561	0.1412342478	0.3365541611	0.5973391718	55.1770629883	SATL
-34	15				18.1042139526	4.4799019014	0.3638631429	1.4039944108	23.3910198212	BENG
-34	15				17.9702847842	2.8917691842	0.3096272702	1.2388472169	7.9992971892	BENG
-34	15				17.2116668557	3.0786174338	0.3880661371	2.2191747667	1.2233663011	BENG
-34	37				23.3179564416	2.8869295335	0.1386847068	0.05	50.2615356445	ISSG
-34	37				22.7970773312	2.0731555516	0.0897879052	0.05	24.3733236924	ISSG
-34	37				19.0358124048	3.3665800368	0.1606273404	1.7165243254	4.2908601773	ISSG
-34	39				23.097904011	2.9861029799	0.1581545944	0.05	50.2064666748	ISSG
-34	39				22.2045511983	2.7653361504	0.1044837088	1.1269211678	18.5161848272	ISSG
-34	39				17.6153103969	7.5655811289	0.3593226592	1.5965047886	1.4242547924	ISSG
-34	43				22.8460767357	2.9876141302	0.2132665985	0.05	50.8314781189	ISSG
-34	43				22.2786410077	2.1816089444	0.1440228579	0.05	25.8165606059	ISSG
-34	43				17.5607685701	5.2332225152	0.3258245608	2.3219117891	2.5792983162	ISSG
-33	-47	15.13			20.9877492984	6.5314374608	0.0712610503	1.831342856	17.9319864884	SATL
-33	-47	21.182			18.9381491849	2.144133951	0.1658431003	0.3689532287	34.1790469258	SATL
-33	-47	39.338			18.6735715647	1.5662032138	0.1372317137	0.4128657536	6.8439383039	SATL
-33	-47	15.12			20.8099077422	5.9681238424	0.0684958726	0.9242501039	3.1075518711	SATL
-33	-47	99.858			18.4966701129	1.6711020626	0.1427262757	0.5997646284	2.730169389	SATL
-33	-15	324			16.9194554108	1.3438355515	0.2058074718	0.10047567	20.9735174571	SATL
-33	-15	7347			16.8521070888	1.2563499631	0.2192919238	0.1346820366	11.8788690912	SATL
-33	-15	56			16.4768265841	1.5816098492	0.2920243075	1.673626691	0.5727900871	SATL
-33	-15			11	14.6074295502	2.7561248742	0.541447981	5.1916335593	0.0129425839	SATL
-33	-4	10400			21.1701704984	1.771401851	0.1429731236	0.0671400762	33.9359124738	SATL
-33	-4	24800			19.660840975	1.7900876565	0.1451758713	0.051327133	21.4231865209	SATL
-33	-4	17800			17.3838653559	1.8016550824	0.1576231258	0.05	13.5241072732	SATL
-33	-4	44800		2000	16.269457576	1.7543493562	0.1901130641	0.2425494311	8.537547734	SATL
-33	-4	68400		2000	15.7556558737	2.143995178	0.2326886664	0.8235595597	5.3896142524	SATL
-33	4	39600			17.5096299107	1.2446385933	0.2525823695	0.3366105455	46.1004955174	SATL
-33	9				20.5893265488	2.5383401606	0.1000429048	0.05	43.0570030212	SATL
-33	9				20.5053620897	2.6234520967	0.0934905079	0.05	18.7000478499	SATL
-33	9				18.6494518485	3.1169529163	0.1801865926	1.0413611484	6.1504649073	SATL
-33	12				19.6692511234	6.3128294441	0.3239374375	0.8679135528	32.4270210266	SATL
-33	12				19.5789191084	5.5750749598	0.397102246	1.4214487743	14.5849866557	SATL
-33	12				19.4682388072	5.6959110972	0.3521637456	2.3044386454	5.3722320663	SATL
-32	-25	194			23.465278981	2.0638524863	0.0851537579	0.05	35.827699737	SATL
-32	-25				23.2201774445	2.2790893796	0.0793962067	0.05	25.0148992878	SATL
-32	-25	1219			20.7561117905	2.3058594933	0.1054551576	0.05	12.1943435013	SATL
-32	-25	2085		7559	17.0880584458	1.9923209084	0.2168289215	0.5409401072	3.6820628787	SATL
-32	-25	531		6632	15.8233121847	2.8512279096	0.440655404	3.4640287663	1.1117931065	SATL
-32	3				20.8610890375	2.5197155734	0.2068995162	0.1026360556	59.8449707031	SATL
-32	3				20.5098624753	1.7944028183	0.1896511164	0.4169699816	31.9127911175	SATL
-32	3				17.1692687782	1.9288347115	0.219167375	0.651379535	10.2908589385	SATL
-32	6				21.3437826839	3.610600355	0.2603496137	0.05	54.3045349121	SATL
-32	6				20.7992456336	2.70689177	0.2544081605	0.17005833	25.4218170276	SATL
-32	6				16.8765839646	1.0995977642	0.3261311949	0.9083365191	6.3224560678	SATL
-32	11	36410			21.0113160622	1.170621461	0.0579470863	0.05	25.6479779353	SATL
-32	11	69190			19.9825143664	1.055722777	0.0524834799	0.05	12.1607664983	SATL
-32	11	50815		2215	16.2539412163	1.1196639772	0.1362711989	1.0572653502	2.7338619841	SATL
-32	110				18.1905337576	1.988842281	0.1210919466	0.0670681799	55.1715126038	AUSW
-32	110				17.9255060288	1.9013302849	0.1243532309	0.0915638176	23.2881503111	AUSW
-32	110				16.5175628928	2.0657174961	0.1621380527	0.3013213616	4.1493035235	AUSW
-32	113				19.9718259773	2.0892055217	0.0860625521	0.05	61.9425239563	AUSW
-32	113				19.4727415648	2.0656270153	0.0895690405	0.252444136	21.449606742	AUSW
-32	113				17.1662961591	1.918788536	0.1269814777	0.4609768771	2.9927873508	AUSW
-31	-44	1.12			21.7967391947	6.8373227711	0.0841223327	1.3461736224	19.8934350567	SATL
-31	-44				19.5309679098	1.2989053809	0.1273149729	0.2246027074	35.9954650898	SATL
-31	-44				18.0665182392	1.3742427528	0.1643008865	1.101796713	1.3072175796	SATL
-31	-44	0.16			18.8237143368	6.5357787989	0.1443081145	1.2239768502	0.6873897553	SATL
-31	-3				21.8206069696	2.0828764167	0.1807430532	0.0570246914	61.2035255432	SATL
-31	-3				20.0985692503	1.5205650544	0.1856236847	0.05	24.8337738663	SATL
-31	-3				16.6022704309	1.6648790464	0.2636738692	0.6918494961	5.7342342582	SATL
-31	0				21.4370734812	2.3198349301	0.1893165324	0.0916291021	61.0955200195	SATL
-31	0				20.2480686392	1.5023095524	0.1635888662	0.0681660517	26.9824952711	SATL
-31	0				16.3164334597	2.0842370541	0.2660016734	1.1431527498	4.6829951042	SATL
-31	61				23.3156642366	3.881683477	0.4270963403	0.3723210944	50.818561554	ISSG
-31	61				20.4735063801	3.1916174168	0.3396620431	0.0674222313	15.6937428061	ISSG
-31	61				15.6234738567	3.8688630916	0.5186656873	2.2463734951	2.394711456	ISSG
-31	103				16.7254875516	2.8452432674	0.3131054547	1.3563977477	29.1544799805	ISSG
-31	103				16.8942682541	1.7020328278	0.1831481441	2.2370058169	37.9259910583	ISSG
-31	103				16.5019482078	3.115330613	0.1819541308	1.0426029829	6.5182680973	ISSG
-31	103				16.5565763171	1.737713219	0.1281430753	1.0276958811	7.3220437722	ISSG
-31	103				15.8367789037	1.9390447155	0.1697600614	0.5483700237	0.9808291035	ISSG
-31	103				15.7864956963	2.9496547761	0.1824598028	0.8196305695	0.3258262412	ISSG
-31	107				17.8805785149	1.192586351	0.1351341636	0.2229992339	47.2870101929	ISSG
-31	107				17.4825410484	1.3802913854	0.1427066228	0.1689959952	18.7133150766	ISSG
-31	107				16.4027759077	1.1988848166	0.1702459105	0.5411699856	2.1516490495	ISSG
-30	-43				22.3804694216	5.7775963074	0.099980488	0.9764526771	20.9552219114	SATL
-30	-43	12.104			19.9791189282	1.0238608616	0.0800423312	0.145328588	36.7981864368	SATL
-30	-43	15.13			19.7635917048	1.3112505604	0.0686903568	0.1421389186	8.9369906208	SATL
-30	-43				20.7995131186	5.3017586616	0.1031295701	0.3898632518	2.1595242866	SATL
-30	-27	1762			21.5647401305	0.0800579871	0.1394088332	0.1162048373	19.0714840014	SATL
-30	-27	353		6832	17.8437374908	0.046310442	0.2384302691	0.631825839	1.2503769303	SATL
-30	-6				22.6824605462	1.8778116252	0.1787378387	0.05	62.1875152588	SATL
-30	-6				20.6688915935	1.1802127523	0.1841247827	0.05	25.5887877913	SATL
-30	-6				17.1371774425	1.2475274724	0.2302028104	0.3355148649	5.4094872532	SATL
-30	13	199685			19.479282283	1.8589367362	0.1779600436	0.824064124	12.324504796	BENG
-30	13	107195			17.3813890991	2.3792707094	0.2771892147	1.6637571614	5.775293927	BENG
-30	13	65220		6490	15.6776774846	2.9123375239	0.3909495211	3.4567647747	2.7063172513	BENG
-30	13	101895			14.8246926702	3.1059141464	0.4210664226	4.514397912	1.2681870667	BENG
-30	69				23.9753167728	1.8272648177	0.247629328	0.1571846523	51.8839530945	ISSG
-30	69				20.7092605528	2.8848724771	0.2384338707	0.5172194376	16.7183771674	ISSG
-30	69				15.9332905116	3.3706535062	0.3646843465	2.9486525067	2.7305605774	ISSG
-30	72				23.8982974444	2.0556179647	0.1411348693	0.129184144	51.4209747314	ISSG
-30	72				20.9193469356	2.8618643091	0.170483031	0.5314632803	19.0638913658	ISSG
-30	72				15.6844397205	2.9659667571	0.3189434891	3.2003578142	2.9257352636	ISSG
-30	76				23.0534722311	2.3098661438	0.1145879472	0.4827931086	58.1884918213	ISSG
-30	76				20.6192475657	2.1597671373	0.1583374732	0.4528144707	27.1312877768	ISSG
-30	76				15.353328336	2.2424257441	0.2622591177	3.3817130522	2.7502383187	ISSG
-30	79				23.4474259795	3.1122779391	0.1244922304	0.0790371364	53.753993988	ISSG
-30	79				21.2610878478	3.3437240183	0.1295465284	0.2779636933	22.2962382472	ISSG
-30	79				15.4226371122	2.4552736422	0.2936139543	2.6569539443	3.0784246427	ISSG
-30	82				22.8957699409	3.2025252728	0.109814913	0.0681945968	43.9929847717	ISSG
-30	82				20.0319154552	2.9805688669	0.0810484316	0.0758058489	13.4103963858	ISSG
-30	82				15.4939738929	2.2936666723	0.3057322054	1.707129575	2.3822141254	ISSG
-30	86				21.8099813193	2.4888150865	0.1184742691	0.1319904397	34.7529983521	ISSG
-30	86				20.5871959371	2.2505512193	0.1370215274	0.1191942389	9.9171534856	ISSG
-30	86				14.8732282149	2.4155010512	0.4502458006	4.079713547	1.1368554496	ISSG
-30	89				20.6680887356	2.2692657363	0.1758766095	0.1975241171	26.0160236359	ISSG
-30	89				20.5368547585	2.1793444465	0.1647394566	0.0533232474	7.7579075207	ISSG
-30	89				16.1117836821	2.001882002	0.3704609441	2.4836989913	1.425770911	ISSG
-30	92				19.1884204023	5.9811239325	0.1940584953	0.1240971692	22.1549911499	ISSG
-30	92				19.0502338675	6.0148048811	0.2582812073	0.0883863161	7.5841747504	ISSG
-30	92				16.5082827747	6.3373677425	0.3642618748	2.2626135943	0.8887545393	ISSG
-30	96				17.833196649	2.6142066872	0.2768723512	0.4249898059	23.58552742	ISSG
-30	96				17.6911231088	2.7222476053	0.2707421002	1.0978349871	5.0059912564	ISSG
-30	96				16.5211264008	2.9595535382	0.3335387662	1.1033734274	0.5715738863	ISSG
-30	112	2922			22.0431495114	2.5472007661	0.1109714576	0.1750793285	30.958908718	AUSW
-30	112	4392			21.6288797877	2.5570764717	0.1197104276	0.1668176996	17.4207362746	AUSW
-30	112	3097			19.46815147	2.4108209405	0.1564759407	0.1435319755	6.3688059347	AUSW
-30	112	4375		4062	17.4661047247	2.1010376503	0.2227206402	0.8075228399	1.746585926	AUSW
-30	113	3527			22.1313240618	2.3235997244	0.1270805424	0.2380690681	26.7787499602	AUSW
-30	113	5573			21.7690401321	2.3731144829	0.1343878646	0.2396333814	17.1519012357	AUSW
-30	113	3543			19.6331669075	2.3064338231	0.1679952278	0.3004281135	6.0654569388	AUSW
-30	113	4343		24840	17.6775404128	1.9973944382	0.233136108	0.9799910382	1.5937838624	AUSW
-30	113	551		2563	15.302501776	1.8899135136	0.3720908414	3.3664486924	0.1480971098	AUSW
-29	-15				23.8049068333	1.3871094578	0.267793494	0.05	61.2149925232	SATL
-29	-15				20.7028480036	0.7328263828	0.150956142	0.05	22.2900963179	SATL
-29	-15				16.8104023022	1.1814829851	0.2553349295	1.035994103	2.1104332239	SATL
-29	-12				23.6799634441	1.5595580608	0.2688501823	0.05	62.3760261536	SATL
-29	-12				20.7077016873	0.9687296106	0.1775257687	0.05	23.0733998315	SATL
-29	-12				17.0340388576	1.0679550877	0.2025010777	0.2242430594	3.1571801895	SATL
-29	-8				23.5833173743	1.4314508686	0.149581058	0.05	41.3521359499	SATL
-29	-8	8520			18.5953491101	1.943216329	0.188093675	0.0576973595	27.2192582659	SATL
-29	-8	1261			23.4748420622	1.2745067138	0.1502514549	0.05	29.7067515236	SATL
-29	-8				18.5697289466	2.068850572	0.1888526489	0.0744758938	17.5126824303	SATL
-29	-8	1885			22.9801448009	1.4155827067	0.1539425713	0.05	19.1131141085	SATL
-29	-8	564			21.94812895	1.4415637845	0.1578644357	0.05	15.3309687041	SATL
-29	-8				18.5248213705	2.1111005084	0.1941934718	0.1305067268	7.2494564364	SATL
-29	-8				18.4342644081	2.1202196056	0.1738056359	0.3166168455	2.2365355574	SATL
-29	-8	4386			18.1112600915	1.978876987	0.2000153048	0.5550070405	5.0904985664	SATL
-29	-8	10875		3045	18.1334329187	2.2128070148	0.2212012838	0.6533553524	1.2422556725	SATL
-29	-5	2950			19.2274094786	1.4963157579	0.2017617425	0.05	39.2522797156	SATL
-29	66				24.1212479334	2.1593094949	0.2992566647	0.3050521991	52.2015075684	ISSG
-29	66				22.7020310255	2.8554733908	0.2557087087	0.05	18.5990849473	ISSG
-29	66				17.4178960946	3.3901877382	0.3252996606	1.0314643441	3.0560222352	ISSG
-29	112	7640			22.5940568161	2.4097456258	0.1075667883	0.1080271582	35.6638265126	AUSW
-29	112	19412		8710	21.3984376511	2.4970283404	0.1354026178	0.0927728599	11.2024984617	AUSW
-29	112	735		989	16.6812100037	2.2378845263	0.2973587821	2.0035651956	0.4012729521	AUSW
-29	112	641		1030	15.7788097329	2.0820787755	0.3305150798	2.8221398804	0.1683662747	AUSW
-28	-78				16.7901909514	0.6394875679	0.3679676068	0.4968839023	20.4749667753	SPSG
-28	-41	84.728			21.0053727142	1.033171095	0.0614945252	0.1818177475	44.8864593506	SATL
-28	-41	6.04			23.5459286633	3.1248436692	0.1115375929	0.2465704491	23.0724864341	SATL
-28	-41				20.9466042161	0.9930913423	0.0930355584	0.1782256563	38.9055194989	SATL
-28	-41	12.1			21.6801116113	3.3879780323	0.1169862891	0.1568785461	2.762508107	SATL
-28	-41				20.2858033453	1.6116805796	0.0548090342	0.3506078589	4.5545896695	SATL
-28	-19				24.5340965763	0.8838155771	0.1198621514	0.05	60.4964828491	SATL
-28	-19				21.8868780148	0.5872888653	0.1023321044	0.1072371293	24.2540970085	SATL
-28	-19				18.341480804	0.5711449375	0.130577122	0.0529347772	3.898477914	SATL
-28	63				24.5911866797	2.5127458281	0.2934227743	0.3378248818	53.5005187988	ISSG
-28	63				22.6585435054	2.1286019584	0.2353693494	0.05	16.7548279087	ISSG
-28	63				17.8125522248	2.4381948324	0.2752350289	0.1871754946	3.1320237809	ISSG
-28	111	1054			22.9219471927	2.6425242269	0.1007101295	0.062292312	35.9884790461	AUSW
-28	111	4060			21.8668272344	2.6823260081	0.1280226337	0.1861672175	13.5542417371	AUSW
-28	111	2280		18960	17.8355264668	2.3847808228	0.2351399569	1.2320100815	1.1004303082	AUSW
-28	111	721		750	16.067198354	2.2609104386	0.3098370229	2.1354887265	0.2063260612	AUSW
-27	-40	7.565			24.0112395248	2.9489486353	0.1430351249	0.0947475033	24.2600140121	SATL
-27	-40	18.156			21.3956899315	1.2403270428	0.1326686485	0.2802715889	38.3730245111	SATL
-27	-40	1.5			21.9567083298	3.1013347927	0.1554443069	0.1920937099	2.8722028073	SATL
-27	-40	33.286			20.4419493916	2.0991531053	0.0941234254	0.7369560528	2.9383684575	SATL
-27	-25				25.7691393284	0.9203754643	0.0637143955	0.05	59.6854820251	SATL
-27	-25				21.6698977098	0.8437593863	0.0905982706	0.05	18.5244010821	SATL
-27	-25				18.4110319784	1.0129648633	0.1809447174	0.336255643	2.2548622791	SATL
-27	-22				25.4625763098	0.746829937	0.0789107897	0.05	60.9074859619	SATL
-27	-22				22.3271406127	0.6983176341	0.0985945683	0.0536697741	24.0312704648	SATL
-27	-22				18.758094004	0.5863247155	0.1537560744	0.0594904959	3.3304437547	SATL
-27	13	2190.824			17.3414808175	2.4391329704	0.3615339105	1.9574721337	22.7138719651	BENG
-27	111	1953			23.3363952151	2.6790538693	0.1243796487	0.1458814088	27.8793937542	AUSW
-27	111	4748			22.2545808828	2.7350431286	0.1391257761	0.1962573939	14.1241738277	AUSW
-27	111	6868		10425	19.4621152046	2.693606363	0.1910799297	0.2796334991	3.6251210255	AUSW
