Gephyrocapsa huxleyi HET,lat,lon
3350.0,23,64
3150.0,23,64
650.0,23,64
360.0,23,64
186.0,23,64
684.0,23,66
385.0,23,66
665.0,23,66
728.0,23,66
3373.0,23,66
1620.0,23,66
145.0,23,66
66.0,23,66
85.0,23,156
183.0,24,-155
159.33333333333334,24,-155
73.33333333333333,24,-155
126.0,24,-155
376.0,24,-155
30.0,24,-155
81.0,24,-155
204.0,24,-155
88.0,24,-155
20.0,24,-155
2202.0,24,-33
4374.0,24,-33
6146.0,24,-33
2441.0,24,-33
8321.5,24,-22
6052.0,24,-22
28676.7,24,-22
19669.0,24,-22
200.0,24,-22
2269.5,24,-21
750.0,24,-21
712.0,24,36
85.0,24,64
162.0,24,64
72.0,24,64
64.0,24,64
240.0,24,66
123.0,24,66
240.0,24,66
148.0,24,66
72.0,24,66
82.0,24,66
180.0,24,155
18.0,25,-155
2662.6,25,-27
5040.3,25,-27
159.4,25,-27
57.3,25,-27
27.8,25,-27
4399.0,25,121
2933.0,25,121
11731.0,25,121
2933.0,25,121
2933.0,25,121
1833.0,25,122
2095.0,25,122
1375.0,25,122
6150.0,25,129
5960.5,25,141
48.0,25,154
1177.0,26,-31
2089.0,26,-31
4559.2,26,-26
5008.2,26,-26
903.1,26,-26
18.5,26,-26
6050.0,26,-22
3030.0,26,-22
3990.0,26,34
286.0,26,152
1510.0,27,-22
3030.0,27,-22
3782.5,27,-22
2664.0,27,33
11731.0,27,125
2933.0,27,125
396.0,27,150
303.6,28,-25
604.7,28,-25
188.3,28,-25
30217.0,28,32
86204.0,28,33
20530.0,28,123
17597.0,28,123
2933.0,28,123
10998.0,28,123
15397.0,28,125
8799.0,28,125
17597.0,28,125
1760.0,28,127
3299.0,28,127
7433.333333333333,28,141
1798.0,28,149
24.0,29,-156
27.0,29,-156
39.0,29,-156
79.0,29,-156
162.0,29,-156
200.0,29,-156
1550.0,29,-156
144.0,29,-156
102.66666666666669,29,-156
4790.0,29,-37
4880.0,29,-37
2071.0,29,-37
3133.0,29,-37
8707.0,29,-37
8228.0,29,-37
1055.0,29,-27
721.0,29,-27
596.0,29,-27
3636.0,29,-27
641.0,29,-27
4376.0,29,-24
1095.7,29,-24
70.4,29,-24
157.8,29,-24
1500.0,29,-22
1500.0,29,-22
1891.25,29,-21
6200.0,29,32
7754.987665,29,34
23174.1845,29,34
22459.474075,29,34
9520.3106875,29,34
3860.78323275,29,34
1889.698231,29,34
2777.932584,29,34
3183.122847,29,34
4478.809811,29,34
6521.21497925,29,34
22300.57116,29,34
47346.942905,29,34
8578.719294,29,34
2116.399527,29,34
1511.758585,29,34
4056.34547,29,34
4296.770153,29,34
2416.706867,29,34
9221.892923,29,34
7720.201978999999,29,34
20183.88259,29,34
24464.259225,29,34
7606.6792705,29,34
3539.53287725,29,34
2016.333419,29,34
3109.066025,29,34
3748.182925,29,34
2953.061414,29,34
5418.44434,29,34
26177.831169999998,29,34
46464.107449999996,29,34
6510.769231,29,34
2693.131236,29,34
4745.242225,29,34
4031.8877095,29,34
5823.813606,29,34
7019.67307,29,34
23558.49307,29,34
9065.851133,29,34
4353.725678749999,29,34
4132.671657999999,29,34
9249.665155,29,34
2462.3511614999998,29,34
3309.433645,29,34
4652.2540055,29,34
23268.53865,29,34
13387.65011,29,34
7699.654316,29,34
19171.22841,29,34
28528.3240725,29,34
9344.395413166667,29,34
4312.3531812500005,29,34
6910.896388,29,34
7532.102698,29,34
2433.2127920000003,29,34
10145.96284,29,34
5138.0089385,29,34
15325.0835,29,34
44075.99881,29,34
17156.35488,29,34
17318.2059385,29,34
11469.54119775,29,34
8680.431105,29,34
10822.10823,29,34
5791.606555,29,34
7041.791792,29,34
8364.32569925,29,34
25061.36783,29,34
12862.33328,29,34
8657.839146,29,34
20648.787375,29,34
19544.992529,29,34
13745.263673666666,29,34
14914.834636500002,29,34
14136.94699,29,34
22349.688785,29,34
13985.417914,29,34
5465.136736,29,34
5689.8962615,29,34
24249.671410000003,29,34
41790.15154,29,34
10725.623683,29,34
13901.866752833332,29,34
8110.56697875,29,34
7149.628487,29,34
15308.13999,29,34
7889.8198434999995,29,34
2623.541389,29,34
2322.43925025,29,34
22886.39111,29,34
24624.14251,29,34
15941.677895,29,34
9192.01633125,29,34
13644.7828295,29,34
4825.408788000001,29,34
2429.579012,29,34
4168.414641,29,34
2091.098939,29,34
1476.827934,29,34
1330.394464,29,34
26930.05606,29,34
42993.49759,29,34
14170.0,29,140
8280.0,29,141
2772.5,29,147
1902.0,29,149
25.0,30,-155
4540.0,30,-22
31020.0,30,-22
133.35,30,18
355.6,30,18
88.9,30,18
1355.74,30,18
373.38,30,18
1237.2,30,19
414.87,30,19
1911.36,30,20
5499.0,30,127
8249.0,30,127
2200.0,30,127
4888.0,30,127
1151.0,30,146
180.0,31,-155
1214.5,31,-23
670.3,31,-23
2101.1,31,-23
100.5,31,-23
750.0,31,-22
503.77,31,15
22.23,31,16
103.01,31,16
622.305,31,16
527.7049999999999,31,16
22.23,31,16
81.49000000000001,31,16
755.66,31,16
88.9,31,17
53.34,31,17
555.63,31,17
266.7,31,17
226.5,31,17
613.415,31,18
997.91,31,18
405.015,31,18
474.135,31,18
362.27,31,18
812.74,31,18
228.6,31,18
533.405,31,19
1911.36,31,19
533.4,31,19
22.23,31,19
462.28,31,19
88.9,31,19
1155.71,31,19
651.94,31,19
1044.58,31,19
35194.0,31,125
41793.0,31,125
7332.0,31,125
16800.0,31,129
15095.333333333334,31,140
2952.0,31,144
1163.0,31,146
182.0,32,-155
37005.25,32,-65
36169.333333333336,32,-65
27540.5,32,-65
67994.0,32,-65
7034.0,32,-65
4940.666666666667,32,-65
2198.0,32,-65
135.0,32,-65
5330.0,32,-65
5286.0,32,-65
10800.333333333334,32,-65
1259.0,32,-65
22764.0,32,-65
18627.0,32,-65
24091.25,32,-65
36860.5,32,-65
50085.25,32,-65
47776.0,32,-65
7357.0,32,-65
2507.0,32,-65
871.0,32,-65
4352.333333333333,32,-65
3146.5,32,-65
11547.666666666666,32,-65
17366.0,32,-65
32231.666666666668,32,-65
31290.0,32,-65
20959.0,32,-65
70004.75,32,-65
15421.0,32,-65
4984.666666666667,32,-65
1085.0,32,-65
845.5,32,-65
1620.6666666666667,32,-65
6119.5,32,-65
5663.666666666667,32,-65
55220.0,32,-65
18346.0,32,-65
23500.5,32,-65
25036.0,32,-65
49031.5,32,-65
43980.0,32,-65
13878.666666666666,32,-65
1667.5,32,-65
1887.5,32,-65
5443.0,32,-65
252.0,32,-65
9490.0,32,-65
44554.0,32,-65
22907.75,32,-65
29231.0,32,-65
41179.0,32,-65
13194.5,32,-65
13507.0,32,-65
15303.0,32,-65
429.5,32,-65
1353.0,32,-65
2092.0,32,-65
3792.0,32,-65
1173.3333333333333,32,-65
28774.0,32,-65
6922.0,32,-65
37471.0,32,-65
15631.0,32,-65
15913.0,32,-65
21334.25,32,-65
1760.0,32,-65
4672.0,32,-65
755.0,32,-65
2845.0,32,-65
135.0,32,-65
184.5,32,-65
27249.0,32,-65
10837.666666666666,32,-65
9314.0,32,-65
3488.5,32,-65
252.0,32,-65
1510.3333333333333,32,-65
252.0,32,-65
126.0,32,-65
801.0,32,-65
126.0,32,-65
503.0,32,-65
1513.0,32,-18
5295.5,32,-18
296.34,32,14
59.27,32,14
333.38,32,14
59.27,32,14
94.98,32,15
318.56,32,15
311.15,32,15
6489.75,32,15
592.67,32,15
296.34,32,15
711.21,32,15
152.29,32,16
555.63,32,16
29.63,32,16
44.45,32,16
281.52,32,17
217.56,32,17
170.39499999999998,32,17
177.8,32,17
444.5,32,17
255.59,32,17
1689.11,32,19
1540.95,32,19
2370.68,32,19
711.21,32,19
1333.51,32,19
688.98,32,19
70.5,32,20
1664.0,32,20
247.5,32,20
917.0,32,20
5367.0,32,20
781.5,32,20
508.5,32,20
213.0,32,21
117.0,32,21
981.0,32,22
341.0,32,22
3697.0,32,22
2686.0,32,22
2176.0,32,22
4244.5,32,23
3434.0,32,23
1834.5,32,23
3121.5,32,23
1962.0,32,23
5759.0,32,23
1792.0,32,23
299.0,32,23
2794.0,32,24
3426.5,32,24
3370.0,32,24
1568.0,32,24
2702.0,32,24
6470.0,32,24
627.0,32,24
127.0,32,24
16470.0,32,28
10608.0,32,30
10998.0,32,125
4399.0,32,125
10998.0,32,125
14664.0,32,125
17597.0,32,127
43993.0,32,127
8799.0,32,127
2200.0,32,127
15840.0,32,129
9727.5,32,140
19800.0,32,142
294.0,33,-155
3335.0,33,-23
191.2,33,-23
217.0,33,-23
317.0,33,-23
124.6,33,-23
34800.0,33,-22
68300.0,33,-22
74300.0,33,-22
105500.0,33,-22
80300.0,33,-22
37800.0,33,-22
21000.0,33,-22
7560.0,33,-21
103.0,33,21
993.0,33,21
2062.0,33,21
609.0,33,21
943.0,33,21
3149.0,33,21
1365.0,33,21
994.0,33,22
1115.0,33,22
1896.0,33,22
498.0,33,22
1201.0,33,22
702.0,33,22
1232.0,33,22
14688.0,33,25
10866.0,33,28
6882.0,33,28
33141.0,33,28
17801.0,33,28
28814.0,33,28
40887.0,33,28
41179.0,33,28
37614.0,33,28
37835.0,33,28
35793.0,33,30
22509.0,33,30
21753.0,33,30
27857.0,33,30
42988.0,33,30
21300.0,33,34
18157.0,33,35
46437.0,33,124
42160.0,33,124
34217.0,33,124
4399.0,33,124
4972.75,33,140
3290.0,33,141
8.0,34,-155
279.0,34,-155
182.0,34,-155
1386.0,34,-155
6225.0,34,-155
6556.0,34,-155
8762.0,34,-155
2100.0,34,-155
968.0,34,-155
288.0,34,-155
480.0,34,-76
240.0,34,-76
960.0,34,-76
240.0,34,-76
160.0,34,-76
120.0,34,-76
120.0,34,-76
240.0,34,-76
520.0,34,-75
520.0,34,-75
640.0,34,-75
480.0,34,-75
240.0,34,-75
960.0,34,-75
120.0,34,-75
1080.0,34,-74
1080.0,34,-74
1220.0,34,-74
1340.0,34,-74
1480.0,34,-74
840.0,34,-74
360.0,34,-74
240.0,34,-74
3026.0,34,-22
1500.0,34,-22
58100.0,34,-22
55700.0,34,-22
38300.0,34,-22
6052.0,34,-22
19669.0,34,-22
35400.0,34,-22
10200.0,34,-22
6600.0,34,-22
2444.0,34,19
2571.0,34,19
1297.0,34,19
1003.0,34,19
71.0,34,19
17.0,34,19
37.0,34,19
117.0,34,19
13588.0,34,21
4987.0,34,21
8794.0,34,21
5813.0,34,21
4234.0,34,21
1184.0,34,21
97.0,34,21
90.0,34,21
22.0,34,21
16285.0,34,22
18897.0,34,24
32965.0,34,24
37961.0,34,26
36761.0,34,26
63052.0,34,26
29810.0,34,32
160.0,34,32
5090.0,34,32
19694.0,34,32
310.0,34,32
3970.0,34,32
31840.0,34,32
32073.0,34,32
900.0,34,32
7235.0,34,32
25874.0,34,32
3780.0,34,32
6425.0,34,32
20410.0,34,32
27520.0,34,32
2160.0,34,32
19880.0,34,32
27651.0,34,32
1370.0,34,32
39610.0,34,32
1100.0,34,32
380.0,34,32
13010.0,34,32
4545.0,34,32
470.0,34,32
1600.0,34,32
1240.0,34,32
32390.0,34,33
1585.0,34,33
6350.0,34,33
26770.0,34,33
3160.0,34,33
1150.0,34,33
6870.0,34,33
23800.0,34,33
4120.0,34,33
11625.0,34,139
6115.0,34,140
888.0,35,-155
5210.0,35,-30
16643.0,35,-21
6270.6,35,-21
6033.6,35,-21
190.2,35,-21
54468.0,35,-21
323.6,35,-21
38.6,35,-21
2269.5,35,-20
6808.5,35,-20
6048.0,35,-8
20465.0,35,-6
38915.0,35,-6
57594.0,35,-6
9491.0,35,-6
5524.0,35,-6
19224.0,35,15
462.0,35,17
11729.0,35,17
8798.0,35,17
13956.0,35,17
2667.0,35,17
11035.0,35,17
8292.0,35,17
25684.0,35,17
12822.0,35,17
69.0,35,17
4692.0,35,17
785.0,35,17
426.0,35,17
77.0,35,17
313.0,35,17
2230.0,35,17
155.0,35,17
22.0,35,17
134.0,35,17
18962.0,35,18
18468.0,35,18
21129.0,35,18
4664.0,35,18
27228.0,35,18
9464.0,35,18
22723.0,35,18
86.0,35,18
35081.0,35,18
334.0,35,18
44.0,35,18
79280.0,35,18
86429.0,35,18
21877.0,35,18
127.0,35,18
6948.0,35,18
140.0,35,18
5436.0,35,19
5005.0,35,19
8598.0,35,19
7024.0,35,19
1605.0,35,19
829.0,35,19
93.0,35,19
202.0,35,19
12771.0,35,20
9485.0,35,20
9191.0,35,20
11318.0,35,20
42937.0,35,20
4523.0,35,20
44943.0,35,20
824.0,35,20
230.0,35,20
77.0,35,20
65146.0,35,20
51.0,35,20
6690.0,35,21
1906.0,35,21
7421.0,35,21
5393.0,35,21
1257.0,35,21
310.0,35,21
59.0,35,21
79.0,35,21
17153.0,35,22
12927.0,35,22
11618.0,35,22
9297.0,35,22
5096.0,35,22
3477.0,35,22
83.0,35,22
97.0,35,22
13170.0,35,23
15540.0,35,23
14320.0,35,23
23830.0,35,23
2120.0,35,23
2500.0,35,25
4720.0,35,25
1540.0,35,25
2600.0,35,25
5780.0,35,25
5200.0,35,25
4240.0,35,25
46710.0,35,26
55800.0,35,26
5280.0,35,27
38920.0,35,27
14700.0,35,27
33330.0,35,27
47170.0,35,27
19070.0,35,27
8389.333333333334,35,141
1737.4,36,-21
7365.3,36,-21
344.7,36,-21
46.7,36,-21
34.8,36,-21
23632.0,36,-7
46537.0,36,-7
52574.0,36,-7
61690.0,36,-7
127861.0,36,-6
39615.0,36,-6
132390.0,36,-6
37870.0,36,-6
16541.0,36,-6
13750.0,36,-5
20674.0,36,-5
12538.0,36,-5
32205.0,36,-5
1845.0,36,-2
13499.0,36,-2
5942.0,36,-2
3116.0,36,0
7667.0,36,2
4923.07692307692,36,13
12521.7391304348,36,13
17808.6956521739,36,13
16924.4444444445,36,13
3047.61904761905,36,13
2458.94736842105,36,13
492.307692307692,36,13
938.0,36,14
8888.88888888889,36,15
6880.0,36,15
4928.0,36,15
13226.6666666667,36,15
640.0,36,15
384.0,36,15
32.0,36,15
3242.66666666667,36,17
5200.0,36,17
3316.36363636364,36,17
3764.70588235294,36,17
3253.33333333333,36,17
1280.0,36,17
1240.0,36,17
14544.0,36,18
17692.0,36,18
51831.0,36,18
13630.0,36,21
21720.0,36,21
19170.0,36,21
19890.0,36,21
12670.0,36,21
12500.0,37,-22
4200.0,37,-22
15000.0,37,-22
7800.0,37,-22
1800.0,37,-22
600.0,37,-22
5295.5,37,-21
1510.0,37,-20
1510.0,37,-20
17574.0,37,-1
23610.0,37,-1
25224.0,37,-1
18618.0,37,-1
10484.0,37,-1
8771.0,37,1
10481.0,37,1
14123.0,37,1
29942.0,37,1
12872.0,37,1
79244.0,37,1
152103.0,37,1
30643.0,37,1
32398.0,37,1
7169.0,37,1
8471.0,37,1
2516.0,37,4
2040.0,37,6
7540.0,37,8
1419.0,37,10
3626.66666666667,37,11
7168.0,37,11
11520.0,37,11
13056.0,37,11
7466.66666666667,37,11
2474.66666666667,37,11
512.0,37,11
12972.0,37,12
6607.0,37,12
5047.0,37,12
34090.0,37,12
3800.0,37,12
17393.0,37,12
26552.0,37,19
18234.0,37,19
1690.0,37,23
1970.0,37,23
8670.0,37,24
3177.75,37,24
1740.630952380952,37,24
24104.714285714283,37,24
3316.0,37,24
1927.8583333333331,37,24
2523.9,37,24
20319.85714285714,37,24
23924.0,37,24
1057.0,37,24
1657.0,37,24
18090.0,37,24
23171.625,37,24
4537.0,37,24
2636.722222222222,37,24
3277.5,37,24
16527.0,37,24
2771.0,37,24
1413.0,37,24
21323.0,37,24
3376.0,37,24
3200.5,37,24
3708.5,37,24
3124.333333333333,37,24
399.0,37,24
25639.5,37,24
3504.5,37,24
2093.875,37,24
10565.0,37,24
29092.0,37,24
1366.5,37,24
3981.0,37,24
9569.0,37,24
3660.5,37,24
7836.0,37,24
1569.0,37,24
387.5,37,24
5202.0,37,25
990.1666666666666,37,25
11022.5,37,25
3687.1666666666665,37,25
2408.0,37,25
4102.0,37,25
23163.0,37,25
6454.0,37,25
2513.1666666666665,37,25
17376.0,37,25
1321.0,37,25
2152.833333333333,37,25
3743.0,37,25
1476.0,37,25
9218.666666666666,37,141
750.0,38,-21
1785.0,38,-21
2268.0,38,-21
1561.0,38,-21
1500.0,38,-21
1783.0,38,-21
7186.75,38,-21
701.9,38,-19
514.5,38,-19
2493.1,38,-19
7256.9,38,-19
631.8,38,-19
15404.0,38,5
18957.0,38,5
2335.0,38,5
2312.0,38,5
56234.0,38,5
1519.0,38,5
32908.0,38,5
2712.0,38,5
4793.0,38,5
4592.0,38,5
14055.0,38,5
10862.0,38,5
42592.0,38,9
18673.0,38,9
57091.0,38,9
9660.0,38,9
20249.0,38,10
8369.23076923077,38,10
7964.44444444445,38,10
18432.0,38,10
5120.0,38,10
5833.0,38,10
782.222222222222,38,10
290.909090909091,38,10
192.0,38,10
24746.0,38,11
27640.0,38,11
5055.839598997491,38,12
4347.468983333333,38,12
11037.653958944284,38,12
3685.829,38,12
10336.0,38,12
13073.321033333334,38,12
8975.238095238079,38,12
3721.5932333333335,38,12
6861.81818181818,38,12
2312.33316,38,12
1109.3333333333317,38,12
117.331075,38,12
480.0,38,12
109.333325,38,12
3585.1851851851848,38,13
2103.45,38,13
3590.32967032967,38,13
565.3152200000001,38,13
9520.0,38,13
379.8493166666667,38,13
17872.0,38,13
3009.207316666667,38,13
3933.56725146199,38,13
2480.3733666666667,38,13
6640.0,38,13
880.0,38,13
104.38096666666668,38,13
64.0,38,13
46.4446,38,13
3160.489083333334,38,14
4596.312816666667,38,14
1972.9703333333327,38,14
19800.55525,38,14
2765.4599833333336,38,14
240.16565,38,14
109.714275,38,14
21259.0,38,18
20296.0,38,18
5589.33333333333,38,18
4316.27906976744,38,18
72771.0,38,18
1432.83582089552,38,18
3946.66666666667,38,18
14967.0,38,18
8087.27272727273,38,18
448.0,38,18
128.0,38,18
2676.6666666666665,38,24
4145.0,38,24
5180.0,38,24
1296.0,38,141
3344.0,39,-155
4240.0,39,-155
3198.0,39,-155
2592.0,39,-155
10175.0,39,-155
20585.0,39,-155
68145.0,39,-155
1972.0,39,-155
675.0,39,-155
464.0,39,-155
225.0,39,-155
9600.0,39,-22
7200.0,39,-22
7800.0,39,-22
5400.0,39,-22
6600.0,39,-22
1800.0,39,-22
99858.0,39,-20
59760.0,39,-20
277.4,39,-18
678.0,39,-18
306.0,39,-18
1075.8,39,-18
24.7,39,-18
32560.0,39,-11
31789.176470588234,39,-10
56027.0,39,-10
26985.222222222223,39,-10
21476.0,39,-10
18702.571428571428,39,-10
3849.0,39,-10
6959.916666666667,39,-10
3243.2,39,-10
8256.0,39,12
1955.55555555556,39,12
1003.92156862745,39,12
3296.0,39,12
14537.1428571429,39,12
576.0,39,12
320.0,39,12
11076.9230769231,39,13
9880.70175438597,39,13
3517.11711711712,39,13
35388.2352941176,39,13
3117.94871794872,39,13
902.013422818792,39,13
731.428571428571,39,13
63025.0,39,18
58258.0,39,18
63104.0,39,18
10600.0,39,23
15800.0,39,23
13440.0,39,23
15030.0,39,23
3080.0,39,23
1730.0,39,23
1160.0,39,23
33140.0,39,24
29800.0,39,24
29030.0,39,24
17730.0,39,24
18630.0,39,24
1410.0,39,24
320.0,39,24
25966.666666666668,39,25
113.33333333333331,39,25
6502.0,39,25
32563.33333333333,39,25
340.0,39,25
625.0,39,25
26686.666666666668,39,25
560.0,39,25
1180.0,39,25
39500.0,39,25
1110.0,39,25
2574.0,39,25
28513.33333333333,39,25
933.3333333333334,39,25
1540.0,39,25
21213.33333333333,39,25
430.0,39,25
696.0,39,25
1350.0,39,25
11000.0,40,-156
2988.0,40,-11
4285.714285714285,40,2
7310.0,40,2
4071.428571428572,40,2
6500.0,40,2
8166.666666666667,40,2
5142.857142857143,40,2
1172.0,40,2
6687.5,40,2
6800.0,40,2
4944.444444444444,40,2
5895.0,40,2
6333.333333333333,40,2
1165.0,40,2
5833.333333333333,40,2
3496.5,40,2
12410.0,40,2
9000.0,40,2
2358.0,40,2
3187.5,40,2
1086.5,40,2
1162.0,40,2
1870.0,40,2
2500.0,40,2
1000.0,40,2
1172.0,40,2
1000.0,40,3
4689.0,40,3
2250.0,40,3
2250.0,40,3
3250.0,40,3
2250.0,40,3
8670.0,40,3
1250.0,40,3
2500.0,40,3
6750.0,40,3
5000.0,40,3
510.0,40,3
1000.0,40,3
4904.67289719626,40,10
6528.0,40,10
1026.73796791444,40,10
9152.0,40,10
995.555555555556,40,10
544.0,40,10
160.0,40,10
9146.0,40,11
5166.0,40,11
37374.219767291666,40,13
8064.202998666666,40,13
115111.555555,40,13
3840.0,40,13
30104.527902142854,40,13
12892.833333333334,40,13
75400.32252500001,40,13
2496.0,40,13
20673.214845000002,40,13
11067.0,40,13
14355.5275875,40,13
8640.0,40,13
23570.7317073171,40,14
19200.0,40,14
12886.4864864865,40,14
7514.28166666667,40,22
19684.8489814815,40,22
419258.382222222,40,22
217464.595925926,40,22
213868.016666667,40,22
21868.486388888883,40,22
513.7970370370375,40,22
19074.715,40,22
16060.0,40,24
393700.0,40,24
393696.97962963,40,24
22800.0,40,24
9900.0,40,24
10789.7377777778,40,24
17280.0,40,24
52090.0,40,24
52086.1746296297,40,24
14770.0,40,24
13170.0,40,24
13166.0490740741,40,24
10660.0,40,24
1990.0,40,24
320.0,40,24
21513.0787037037,40,25
45470.0,40,25
24920.0,40,25
670.0,40,25
72730.0,40,25
35450.0,40,25
770.0,40,25
100.0,40,25
21419.87175925925,40,25
84920.0,40,25
31860.0,40,25
960.0,40,25
39350.0,40,25
290.0,40,25
140.0,40,25
15058.2126851852,40,25
16520.0,40,25
7390.0,40,25
1780.0,40,25
190.0,40,25
13135.8324074074,40,25
15700.0,40,25
15740.0,40,25
580.0,40,25
530.0,40,25
10980.6442592593,40,25
48550.0,40,25
6100.0,40,25
9060.0,40,25
1350.0,40,25
1800.0,40,25
5400.0,41,-21
24000.0,41,-21
15600.0,41,-21
3600.0,41,-21
7800.0,41,-21
3600.0,41,-21
2190.7,41,-17
1651.2,41,-17
6656.5,41,-17
2218.8,41,-17
92.2,41,-17
11700.0,41,-11
3050.0,41,2
9881.25,41,2
3192.3076923076924,41,2
4500.0,41,2
3458.333333333333,41,2
2444.0,41,2
22440.0,41,2
5458.333333333333,41,2
4791.666666666667,41,2
2304.0,41,2
21802.5,41,2
1400.0,41,2
13770.0,41,2
2500.0,41,2
1165.5,41,2
3000.0,41,2
1172.0,41,2
12240.0,41,2
3800.0,41,2
3476.0,41,2
1714.2857142857142,41,2
1250.0,41,2
1179.0,41,2
1632.0,41,2
2687.5,41,2
750.0,41,2
2372.0,41,2
1916.6666666666667,41,2
1159.0,41,2
6438.75,41,3
3060.0,41,3
19890.0,41,3
8160.0,41,3
11220.0,41,3
10965.0,41,3
13464.0,41,3
15937.5,41,3
9690.0,41,3
10710.0,41,3
17850.0,41,3
9690.0,41,3
28050.0,41,3
14535.0,41,3
30600.0,41,3
7076.25,41,3
12240.0,41,3
1530.0,41,3
14790.0,41,3
765.0,41,3
4930.0,41,3
510.0,41,3
1530.0,41,3
1530.0,41,3
19200.0,41,12
2720.0,41,12
2880.0,41,12
6720.0,41,12
29399.967035625,41,13
13330.385085686812,41,13
105605.86432891828,41,13
22422.568175,41,13
15253.384003,41,13
57646.58999532468,41,13
3459.368212142857,41,13
19958.424805000002,41,13
15452.0,41,13
28665.522135833333,41,13
1472.0,41,13
3124.914224166667,41,13
10894.0,41,17
7896.0,41,17
1510.0,42,-21
15000.0,42,-21
15000.0,42,-21
25720.0,42,-21
13800.0,42,-21
9000.0,42,-21
4800.0,42,-21
600.0,42,-21
35555.5,42,-20
16643.0,42,-20
8699.75,42,-20
4989.6,42,-16
6190.8,42,-16
12181.8,42,-16
5742.8,42,-16
217.1,42,-16
791.011235955056,42,10
3227.35042735043,42,10
9600.0,42,10
25182.6086956522,42,10
13777.7777777778,42,10
5696.0,42,11
2152.72727272727,42,11
8843.63636363636,42,11
24064.0,42,11
1723.07692307692,42,11
554.666666666667,42,11
440.0,42,11
11379.0375611641,42,15
8387.89816894796,42,15
11904.063531411,42,15
20351.5483039444,42,15
12648.0675021242,42,15
26040.1389749615,42,15
19344.1032385428,42,15
6026.03571305884,42,15
1009.71967453932,42,15
10618.6482205074,42,15
16432.7157027887,42,16
21747.8083746931,42,16
13123.6774674872,42,16
22320.11912139555,42,16
21479.8682304464,42,16
17919.0,42,16
19344.1032385428,42,16
15927.9723307612,42,16
39432.2104477989,42,16
18352.0979442586,42,16
24800.1323571062,42,16
9954.98270672573,42,16
5799.41556658483,42,16
21328.1138271113,42,16
23808.127062822,42,16
1823.27454330358,42,16
12277.8120049617,42,16
11060.0,43,-156
8321.5,43,-20
243.809523809524,43,8
2173.58490566038,43,8
2560.0,43,8
1622.53521126761,43,8
539.759036144578,43,8
256.0,43,8
128.0,43,8
3751.884057971015,43,9
3907.702479338845,43,9
5656.5163081193605,43,9
11843.6781609195,43,9
5672.72727272727,43,9
1531.1004784689,43,9
640.0,43,9
9569.75,43,15
25468.1030124025,43,15
1117.6,43,15
6663.0,43,15
137664.0,43,15
2222.0,43,15
66919.4,43,15
1102.6666666666667,43,15
6832.5,43,15
70488.5,43,15
26526.9563878973,43,15
9629.0,43,15
13392.0714728374,43,15
18725.5,43,15
402.0,43,15
10525.0,43,15
11279.5,43,15
20768.5,43,15
21342.0,43,15
1361.3333333333333,43,15
11347.0,43,15
2205.0,43,15
661.0,43,15
24552.1310335351,43,15
18369.5,43,15
14681.9425379087,43,15
2068.0,43,15
12334.0,43,15
2524.29918634831,43,15
22816.0,43,15
22931.0,43,15
2464.75161579855,43,15
1543.0,43,15
11408.0,43,15
63360.0,44,-155
39130.0,44,-155
22695.0,44,-125
191646.66666666663,44,-125
219385.0,44,-125
15130.0,44,-125
38300.0,44,-21
46100.0,44,-21
54500.0,44,-21
61100.0,44,-21
10200.0,44,-21
4690.0,44,-20
5312.7,44,-14
4273.3,44,-14
11155.8,44,-14
2116.4,44,-14
25.2,44,-14
90470.0,44,-9
2737.77777777778,44,9
2229.21348314607,44,9
3680.0,44,9
8970.94017094017,44,9
1213.79310344828,44,9
528.440366972477,44,9
192.0,44,9
57264.0,45,-155
39130.0,45,-155
56400.0,45,-155
70455.0,45,-155
49470.0,45,-155
3402.0,45,-155
81.0,45,-155
25.0,45,-155
61.0,45,-155
266481.0,45,13
45600.0,45,13
2801.0,45,13
54853.0,45,13
1223.0,45,13
703.5,45,13
558.0,45,13
611.0,45,13
10228.5,45,13
20838.0,45,13
24677.0,45,13
50344.0,45,13
118469.0,45,13
71526.0,45,13
9926.5,45,13
36042.25,45,13
6429.0,45,13
7816.666666666667,45,13
9539.5,45,13
32530.833333333332,45,13
21531.416666666664,45,13
38641.333333333336,45,13
14950.833333333334,45,13
74071.0,45,13
205288.0,45,13
109133.5,45,13
5976.0,45,13
52230.0,45,13
6204.0,45,13
212.0,45,13
205.0,45,13
23482.333333333332,45,13
53660.333333333336,45,13
20686.5,45,13
58826.0,45,13
98652.5,45,13
7176.0,45,13
20301.5,45,13
1822.0,45,13
5521.0,45,13
2614.0,45,13
875.0,45,13
133115.33333333334,45,13
47453.5,45,13
15577.333333333334,45,13
47642.0,45,13
80470.0,45,13
151200.0,46,-155
67700.0,46,-20
67100.0,46,-20
61100.0,46,-20
64100.0,46,-20
40700.0,46,-20
393380.0,46,-15
162650.0,46,-15
5362.2,46,-13
5309.3,46,-13
5976.0,46,-13
2406.9,46,-13
167.0,46,-13
77000.0,46,-8
126100.0,47,-155
388841.0,47,-21
22700.0,47,-20
19670.0,47,-20
26477.5,47,-19
284444.0,47,-19
118014.0,47,-19
17399.5,47,-19
21180.0,47,-15
55980.0,47,-15
17399.5,47,-14
883.0,47,-14
1633.0,47,-14
1248.0,47,-14
